ID,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
820,173,0,3,1,16/07/15
821,120,0,1,0,2/08/15
822,154.8,0,3,1,31/07/15
823,192,0,2,0,2/08/15
824,153,0,0,1,6/07/15
825,120.6,0,1,1,16/06/15
826,192,1,2,0,2/08/15
827,120.6,0,0,1,21/07/15
828,164,0,2,1,13/07/15
829,219.5,0,0,0,2/08/15
830,192.5,0,1,0,2/08/15
831,149.7,0,1,1,15/07/15
832,111.92,0,0,1,14/07/15
833,120.6,0,1,1,11/07/15
834,149.7,0,1,1,15/07/15
835,173,0,3,1,15/07/15
836,112,0,1,1,14/07/15
837,57.6,0,0,0,4/08/15
838,214,1,0,0,4/08/15
839,172,0,0,1,9/07/15
840,157.8,0,0,0,5/08/15
841,170.33,1,1,0,6/08/15
842,119.25,0,0,0,10/08/15
843,96.3,0,0,0,3/08/15
844,118.06,0,0,1,12/05/15
845,118.06,0,0,1,12/05/15
846,154,0,0,1,4/05/15
847,202,0,0,1,29/07/15
848,134,0,2,1,16/07/15
849,202,0,0,1,29/07/15
850,252,0,0,1,29/07/15
851,233,0,1,1,16/07/15
852,211,0,2,0,2/08/15
853,211,0,2,1,31/07/15
854,237,0,1,1,29/07/15
855,188.29,0,2,0,8/08/15
856,120.6,0,1,1,6/06/15
857,177.14,0,0,1,15/07/15
858,222.14,0,0,1,11/06/15
859,127.82,0,2,1,22/05/15
860,194.14,0,0,1,19/05/15
861,120.6,0,2,1,19/05/15
862,144.53,0,3,1,6/06/15
863,185,1,4,0,8/08/15
864,96.3,0,0,1,22/05/15
865,193.13,0,0,0,9/08/15
866,210.78,0,0,1,16/06/15
867,169,0,1,1,21/07/15
868,174.7,0,3,1,22/07/15
869,135.53,0,0,1,7/07/15
870,172,0,0,0,15/08/15
871,144,0,2,1,8/07/15
872,162.5,0,1,1,1/08/15
873,209.6,0,2,1,29/06/15
874,209.6,0,2,1,29/06/15
875,195.5,1,1,0,9/08/15
876,186,1,4,0,8/08/15
877,163.5,0,1,0,8/08/15
878,180.28,0,0,0,9/08/15
879,174.76,1,1,0,9/08/15
880,116.85,0,0,0,11/08/15
881,159,0,0,0,9/08/15
882,104.55,0,0,1,23/04/15
883,0,0,0,0,3/08/15
884,144.76,0,0,0,4/08/15
885,205,0,0,1,17/06/15
886,123,0,0,1,18/07/15
887,173,0,0,1,13/07/15
888,220.55,0,0,1,24/07/15
889,162.14,0,1,0,10/08/15
890,119.7,0,1,1,28/03/15
891,77.54,0,0,0,10/08/15
892,120.6,0,0,1,6/07/15
893,153,0,0,1,23/07/15
894,0,0,1,0,4/08/15
895,0,0,2,0,4/08/15
896,172,0,0,0,5/08/15
897,221,0,0,1,29/07/15
898,153,0,0,1,6/07/15
899,230.5,0,2,0,8/08/15
900,230.5,1,2,0,8/08/15
901,211,0,1,1,21/07/15
902,241,0,2,0,9/08/15
903,211,0,1,1,25/07/15
904,90.95,1,0,0,11/08/15
905,188.29,0,2,0,11/08/15
906,90.95,0,0,0,11/08/15
907,187.8,0,1,0,14/08/15
908,0,0,2,0,5/08/15
909,0,0,0,0,5/08/15
910,172,0,1,1,5/08/15
911,171.9,0,0,0,6/08/15
912,200,0,0,0,6/08/15
913,149.4,0,0,1,4/07/15
914,154,0,1,1,15/06/15
915,148.25,1,0,0,9/08/15
916,172,0,1,0,9/08/15
917,183,0,0,1,23/07/15
918,242.6,0,1,1,22/07/15
919,172,0,2,0,9/08/15
920,168.71,0,3,0,12/08/15
921,166,0,0,1,22/04/15
922,112,0,0,1,5/06/15
923,172,0,0,0,7/08/15
924,120.6,0,0,1,20/05/15
925,126,0,1,0,9/08/15
926,268,1,1,0,9/08/15
927,173,0,0,0,10/08/15
928,149.2,0,0,0,11/08/15
929,217.2,1,4,0,11/08/15
930,239.3,0,1,1,21/07/15
931,181.5,0,3,0,12/08/15
932,154,0,2,0,14/08/15
933,173,0,0,0,14/08/15
934,181.9,0,3,0,16/08/15
935,0,0,2,0,7/08/15
936,114,0,0,0,8/08/15
937,267,0,0,1,22/06/15
938,226,0,4,0,9/08/15
939,173,0,0,1,27/07/15
940,211,0,1,0,9/08/15
941,191,0,3,0,9/08/15
942,173,0,0,1,22/06/15
943,173,0,1,0,10/08/15
944,277.5,0,2,1,4/08/15
945,134,0,2,0,11/08/15
946,153,0,0,1,14/07/15
947,186,0,1,1,13/04/15
948,107.2,0,2,0,11/08/15
949,221,0,2,0,12/08/15
950,202,0,0,1,27/06/15
951,169,0,0,1,9/07/15
952,133.5,1,2,0,14/08/15
953,154.38,0,1,1,14/05/15
954,154.38,0,1,1,14/05/15
955,205,0,2,0,14/08/15
956,121.39,1,1,0,16/08/15
957,171.9,1,0,0,9/08/15
958,164,0,1,1,27/07/15
959,134,0,1,1,9/07/15
960,250,0,1,0,10/08/15
961,208,1,1,0,10/08/15
962,181,0,0,1,12/06/15
963,172,0,3,0,11/08/15
964,157.59,0,1,0,11/08/15
965,211.75,1,3,0,12/08/15
966,246,0,1,0,12/08/15
967,108.54,0,1,1,6/04/15
968,186,0,0,1,17/06/15
969,205,0,1,1,22/06/15
970,154,0,1,1,19/05/15
971,200.71,0,0,2,8/08/15
972,252,1,1,0,15/08/15
973,135.2,0,0,1,27/07/15
974,276.43,1,3,0,15/08/15
975,228,0,0,1,8/08/15
976,133,1,2,0,15/08/15
977,205,0,1,1,22/06/15
978,134,0,2,1,16/05/15
979,119.7,0,1,1,8/08/15
980,90.95,0,1,0,15/08/15
981,138,0,0,0,15/08/15
982,134,0,1,1,14/05/15
983,173,0,0,1,20/07/15
984,165.69,1,0,0,21/08/15
985,195,0,0,0,10/08/15
986,127.31,0,0,0,10/08/15
987,134,0,1,0,10/08/15
988,207,0,2,1,1/08/15
989,211.5,0,1,1,30/07/15
990,210.33,1,2,0,12/08/15
991,211,0,1,0,13/08/15
992,154,0,0,0,13/08/15
993,145.4,0,0,1,22/06/15
994,101.25,0,0,1,6/04/15
995,179.38,0,0,0,15/08/15
996,166,0,2,1,27/05/15
997,202,0,2,1,17/07/15
998,172,0,2,1,17/07/15
999,277,1,1,0,15/08/15
1000,104,0,0,0,16/08/15
1001,133,0,1,0,16/08/15
1002,214,0,0,1,3/06/15
1003,130,0,0,0,16/08/15
1004,154,0,0,1,8/06/15
1005,106.4,0,0,0,16/08/15
1006,133,0,1,1,3/06/15
1007,120,0,1,1,3/06/15
1008,0,0,2,0,10/08/15
1009,254,1,1,0,13/08/15
1010,192,0,1,1,25/06/15
1011,221,0,2,0,13/08/15
1012,120.6,0,0,1,4/06/15
1013,211,0,0,0,13/08/15
1014,147.6,0,1,1,9/05/15
1015,129,0,0,0,15/08/15
1016,205,0,0,1,19/06/15
1017,147.07,0,1,0,16/08/15
1018,107.2,0,0,1,2/06/15
1019,179.1,1,1,0,16/08/15
1020,164.65,0,1,0,16/08/15
1021,200,0,1,1,24/06/15
1022,134,0,0,1,8/07/15
1023,233,0,0,0,17/08/15
1024,190,0,0,1,26/06/15
1025,196,0,2,1,30/07/15
1026,185.57,0,2,1,14/07/15
1027,175,0,1,1,22/06/15
1028,175,0,1,1,22/06/15
1029,169,0,1,0,21/08/15
1030,0,0,2,0,11/08/15
1031,0,0,2,0,11/08/15
1032,134,0,0,1,5/08/15
1033,211,0,2,1,20/07/15
1034,134,0,1,1,20/07/15
1035,120.6,0,1,1,11/06/15
1036,120.6,0,1,1,11/06/15
1037,112.5,0,1,1,11/06/15
1038,164,0,0,1,1/06/15
1039,120.6,0,0,1,23/05/15
1040,154,0,0,0,15/08/15
1041,207,0,2,1,17/07/15
1042,214,0,0,1,25/06/15
1043,186,0,1,1,20/04/15
1044,154,0,0,0,16/08/15
1045,162.3,0,3,1,30/06/15
1046,186,0,1,1,20/04/15
1047,241,0,0,1,22/07/15
1048,274.93,0,2,1,17/07/15
1049,156.73,0,0,0,18/08/15
1050,156.73,0,0,1,4/06/15
1051,134,0,2,1,30/06/15
1052,134,0,1,1,6/05/15
1053,211,0,1,0,18/08/15
1054,200.7,1,2,0,21/08/15
1055,142.26,0,1,0,21/08/15
1056,196,0,2,1,6/05/15
1057,129.41,0,1,0,23/08/15
1058,98.02,0,0,1,23/05/15
1059,120.6,0,0,1,23/05/15
1060,191,0,0,2,12/08/15
1061,191,0,2,1,12/08/15
1062,252,0,1,0,13/08/15
1063,157.08,0,2,0,15/08/15
1064,258.33,0,1,2,12/08/15
1065,211,0,3,1,3/08/15
1066,211,0,3,1,3/08/15
1067,133.21,0,0,1,19/06/15
1068,173.5,0,0,1,11/08/15
1069,90.95,0,1,1,15/06/15
1070,90.95,0,1,0,22/08/15
1071,90.95,0,1,0,22/08/15
1072,134,0,0,0,17/08/15
1073,120.6,0,0,1,17/06/15
1074,172,0,1,0,14/08/15
1075,184.45,1,0,0,14/08/15
1076,158,1,1,0,14/08/15
1077,184.45,0,0,1,13/08/15
1078,120.6,0,0,1,22/06/15
1079,114.14,0,1,1,2/06/15
1080,168.8,0,0,0,16/08/15
1081,178.33,0,2,1,12/08/15
1082,255,0,2,0,16/08/15
1083,178.33,0,2,1,12/08/15
1084,196,0,1,0,17/08/15
1085,87.91,0,1,0,17/08/15
1086,211,0,0,1,11/08/15
1087,187.2,0,2,1,29/07/15
1088,154,0,2,0,18/08/15
1089,243,0,1,0,18/08/15
1090,222.2,0,2,0,18/08/15
1091,243,0,2,0,18/08/15
1092,178.2,0,2,1,29/07/15
1093,107.2,0,2,1,11/08/15
1094,0,0,2,0,14/08/15
1095,203,0,0,0,15/08/15
1096,173,0,0,0,15/08/15
1097,172,0,2,0,15/08/15
1098,120.6,0,0,0,15/08/15
1099,172,0,2,0,15/08/15
1100,266.4,0,2,0,16/08/15
1101,236,0,1,0,16/08/15
1102,271,0,0,1,4/08/15
1103,232,0,1,1,26/06/15
1104,223,0,1,0,16/08/15
1105,178.67,0,2,0,17/08/15
1106,133,0,0,1,29/05/15
1107,195.5,0,0,1,31/07/15
1108,167.25,0,0,0,18/08/15
1109,209,0,0,1,25/05/15
1110,166,1,0,0,19/08/15
1111,195.8,1,1,0,19/08/15
1112,229,0,1,1,15/06/15
1113,160,1,0,0,21/08/15
1114,266,0,0,1,5/08/15
1115,96.3,0,1,0,21/08/15
1116,107,0,0,0,21/08/15
1117,262,0,2,1,5/08/15
1118,182.5,0,1,0,17/08/15
1119,157,0,1,0,19/08/15
1120,234,1,0,0,19/08/15
1121,242.5,0,0,0,19/08/15
1122,157,0,1,0,19/08/15
1123,158.4,0,2,1,6/08/15
1124,208,0,3,1,8/06/15
1125,183.45,0,1,1,5/08/15
1126,131.2,0,1,0,20/08/15
1127,133,0,1,1,5/08/15
1128,135,0,1,0,20/08/15
1129,133,0,1,1,5/08/15
1130,248,0,1,0,21/08/15
1131,209.2,0,0,1,4/06/15
1132,107,0,0,0,21/08/15
1133,299.33,1,1,0,21/08/15
1134,156.45,0,1,0,22/08/15
1135,135,0,0,1,21/07/15
1136,149,0,0,1,8/07/15
1137,107,0,0,0,22/08/15
1138,135,0,0,1,21/07/15
1139,135,0,0,1,11/06/15
1140,145.75,1,1,0,22/08/15
1141,132.6,0,1,1,4/08/15
1142,200.71,1,0,0,22/08/15
1143,198.71,0,0,1,25/07/15
1144,218,0,0,1,6/07/15
1145,101.65,0,0,0,22/08/15
1146,186,0,0,1,11/06/15
1147,160,0,0,1,25/06/15
1148,188.71,0,0,1,3/07/15
1149,107,0,1,0,29/08/15
1150,181.94,0,0,1,6/07/15
1151,172,0,0,0,17/08/15
1152,172,0,0,0,17/08/15
1153,185,0,0,1,13/08/15
1154,172,0,0,0,17/08/15
1155,172,0,0,0,17/08/15
1156,184.45,0,0,1,10/08/15
1157,195,0,0,0,17/08/15
1158,172,0,0,0,17/08/15
1159,172,0,0,0,17/08/15
1160,153,0,1,0,17/08/15
1161,184.45,0,0,1,10/08/15
1162,184.45,0,0,1,10/08/15
1163,185,0,0,1,11/08/15
1164,108.54,0,1,1,31/03/15
1165,154,0,1,1,27/07/15
1166,248,0,1,1,6/08/15
1167,150.53,0,2,1,12/08/15
1168,150.53,0,2,1,12/08/15
1169,154,0,1,1,15/06/15
1170,223.99,0,3,1,18/07/15
1171,154,0,1,1,15/06/15
1172,154,0,0,1,30/05/15
1173,154,0,0,1,15/06/15
1174,214,0,0,0,25/08/15
1175,96.3,0,0,1,29/05/15
1176,175.79,0,0,1,20/07/15
1177,134,0,1,1,19/06/15
1178,134,0,2,1,1/05/15
1179,183,0,0,0,22/08/15
1180,149.4,0,0,1,29/07/15
1181,165.11,0,0,1,14/04/15
1182,209.4,0,0,1,13/05/15
1183,134,0,3,0,23/08/15
1184,225.9,0,2,0,24/08/15
1185,131.1,0,0,0,24/08/15
1186,134,0,1,1,19/06/15
1187,187,0,2,1,24/03/15
1188,133,0,0,1,22/05/15
1189,101.65,0,0,0,24/08/15
1190,133,0,0,0,24/08/15
1191,120,0,0,1,27/07/15
1192,133,0,1,1,12/05/15
1193,133,0,0,0,24/08/15
1194,133,0,1,1,12/05/15
1195,134,0,2,1,3/08/15
1196,87.9,0,0,1,1/07/15
1197,202,0,1,1,7/08/15
1198,213,0,1,1,31/07/15
1199,172.55,0,0,1,18/08/15
1200,172,0,0,0,19/08/15
1201,172,0,1,0,21/08/15
1202,213,0,1,1,31/07/15
1203,179,0,0,1,1/08/15
1204,236,0,2,1,5/08/15
1205,229.67,0,1,0,24/08/15
1206,135.2,0,0,0,24/08/15
1207,121.5,0,3,0,24/08/15
1208,96.3,0,1,0,24/08/15
1209,96.3,0,1,0,24/08/15
1210,120.6,0,1,1,21/05/15
1211,176.64,0,2,0,25/08/15
1212,179.86,0,1,0,25/08/15
1213,187,0,2,0,25/08/15
1214,134,0,1,0,28/08/15
1215,239.5,0,1,0,28/08/15
1216,0,0,1,0,19/08/15
1217,153,0,2,0,20/08/15
1218,166,0,0,0,23/08/15
1219,186.25,0,0,1,22/07/15
1220,192,0,2,0,23/08/15
1221,120.6,1,0,0,24/08/15
1222,220.4,0,2,0,24/08/15
1223,241,0,0,1,3/08/15
1224,241,0,1,1,4/08/15
1225,211,0,2,1,1/08/15
1226,134,0,2,1,31/07/15
1227,241,0,1,1,4/08/15
1228,8,0,0,0,28/08/15
1229,196,0,1,0,28/08/15
1230,198,0,0,1,18/06/15
1231,0,0,2,0,20/08/15
1232,158.5,0,0,1,10/08/15
1233,0,0,2,0,20/08/15
1234,200,0,0,0,21/08/15
1235,107,0,1,0,23/08/15
1236,163.23,0,0,0,26/08/15
1237,222.07,0,0,1,30/06/15
1238,229,0,0,1,15/07/15
1239,133,0,0,1,8/07/15
1240,164,0,2,0,29/08/15
1241,176.8,1,1,0,25/08/15
1242,134,0,1,0,23/08/15
1243,163.35,0,1,0,23/08/15
1244,171.9,0,2,0,23/08/15
1245,171.9,0,2,0,23/08/15
1246,213.5,0,2,1,6/08/15
1247,125,0,1,1,22/06/15
1248,178.33,0,1,1,17/07/15
1249,176.75,0,1,0,25/08/15
1250,123,0,2,0,26/08/15
1251,134,0,0,0,26/08/15
1252,146,1,2,0,26/08/15
1253,192,0,0,0,26/08/15
1254,183,0,1,0,27/08/15
1255,236,0,0,0,27/08/15
1256,191,0,3,1,10/08/15
1257,178.33,0,2,0,27/08/15
1258,248,0,1,0,27/08/15
1259,188.71,0,0,0,28/08/15
1260,123.04,0,0,1,27/07/15
1261,260.71,1,1,0,28/08/15
1262,222,0,0,0,28/08/15
1263,174.71,0,1,0,28/08/15
1264,118.7,0,0,1,20/07/15
1265,116.85,0,3,0,30/08/15
1266,129.55,0,1,0,31/08/15
1267,172,0,0,0,23/08/15
1268,172,0,0,1,19/08/15
1269,164,0,0,1,29/05/15
1270,179.83,0,0,0,28/08/15
1271,172,0,2,1,24/03/15
1272,160.43,1,2,0,29/08/15
1273,149,0,1,0,29/08/15
1274,134,0,0,1,12/06/15
1275,146.3,0,1,0,29/08/15
1276,161.26,0,0,0,29/08/15
1277,195.45,1,0,0,29/08/15
1278,133,0,0,1,9/07/15
1279,186.25,0,3,0,29/08/15
1280,162.29,0,0,0,29/08/15
1281,221.43,1,1,0,29/08/15
1282,177.57,0,0,1,10/08/15
1283,133,0,2,0,29/08/15
1284,178,0,2,1,2/06/15
1285,146.3,0,1,0,29/08/15
1286,218.5,1,1,0,30/08/15
1287,151.89,0,2,1,27/06/15
1288,148.3,0,0,1,12/06/15
1289,96.3,0,1,0,26/08/15
1290,166,0,2,1,23/07/15
1291,96.3,1,1,0,27/08/15
1292,149,0,2,0,27/08/15
1293,151.95,0,1,1,13/08/15
1294,191.67,1,1,0,28/08/15
1295,211,1,0,0,28/08/15
1296,149.4,0,1,0,26/08/15
1297,201,0,0,0,27/08/15
1298,211,0,2,1,1/08/15
1299,259,0,0,1,23/08/15
1300,164.4,0,0,1,11/08/15
1301,134,0,0,1,2/07/15
1302,134,0,0,0,28/08/15
1303,229,0,0,1,31/07/15
1304,199,0,0,0,28/08/15
1305,112.5,0,1,0,28/08/15
1306,194,0,0,1,23/07/15
1307,149.4,0,1,1,14/07/15
1308,155.77,0,0,0,30/08/15
1309,131.7,1,2,0,30/08/15
1310,174.71,0,2,1,27/07/15
1311,101.65,0,0,0,30/08/15
1312,206,0,4,1,13/08/15
1313,134,0,1,1,21/07/15
1314,201.5,0,1,1,27/07/15
1315,134,0,1,1,21/07/15
1316,138.79,0,0,1,13/08/15
1317,122,0,2,1,18/08/15
1318,113.47,0,1,0,6/09/15
1319,99.5,0,0,0,25/08/15
1320,153,0,0,0,25/08/15
1321,233,1,1,0,25/08/15
1322,153,0,0,0,25/08/15
1323,192,0,1,1,21/07/15
1324,132.6,1,1,0,26/08/15
1325,171.9,0,1,1,11/08/15
1326,154,0,2,0,26/08/15
1327,172,0,2,1,13/08/15
1328,191,0,2,1,22/08/15
1329,148.25,0,2,1,3/08/15
1330,164,0,1,0,28/08/15
1331,231.6,0,1,1,3/06/15
1332,261.4,1,0,0,29/08/15
1333,199.4,0,3,0,29/08/15
1334,209.6,0,1,1,29/07/15
1335,199.4,0,2,0,29/08/15
1336,150.83,0,1,1,30/06/15
1337,129.27,0,1,1,1/06/15
1338,129.27,0,1,1,1/06/15
1339,133.76,0,0,0,3/09/15
1340,197.7,0,1,1,16/06/15
1341,196,0,1,1,29/07/15
1342,164,0,2,0,28/08/15
1343,154,0,0,1,4/08/15
1344,219.33,0,2,1,17/07/15
1345,200.8,0,2,1,10/08/15
1346,130.2,0,0,1,10/08/15
1347,189.67,0,0,1,12/06/15
1348,186.13,0,0,1,1/05/15
1349,158.38,0,0,1,15/07/15
1350,166,0,0,1,20/07/15
1351,149,0,0,1,8/06/15
1352,206.6,0,0,0,4/09/15
1353,120.6,0,1,1,15/06/15
1354,112.5,0,1,1,15/06/15
1355,0,0,0,0,26/08/15
1356,193,1,0,0,27/08/15
1357,96.3,0,1,0,27/08/15
1358,137.7,0,0,1,25/08/15
1359,112,0,0,0,27/08/15
1360,116.85,0,3,0,30/08/15
1361,173.5,0,3,1,10/08/15
1362,173.5,0,3,1,10/08/15
1363,129.15,0,2,1,15/07/15
1364,192.2,0,0,1,10/07/15
1365,202.77,0,0,1,18/05/15
1366,111.27,0,0,0,6/09/15
1367,211,0,1,1,11/08/15
1368,153,1,2,0,28/08/15
1369,154,1,2,0,29/08/15
1370,134,0,1,0,30/08/15
1371,157.67,0,3,1,6/07/15
1372,133,0,1,1,2/07/15
1373,112.34,0,0,1,17/07/15
1374,124.5,0,1,1,17/08/15
1375,107,0,0,0,31/08/15
1376,133,0,1,1,2/07/15
1377,191,0,2,1,3/08/15
1378,172.6,0,1,1,3/07/15
1379,79.5,0,0,0,2/09/15
1380,120.27,0,1,0,2/09/15
1381,118.29,0,2,1,13/05/15
1382,75.53,0,0,0,3/09/15
1383,8,0,1,1,13/05/15
1384,8,0,2,1,14/08/15
1385,90.39,0,0,0,3/09/15
1386,155.86,0,2,0,3/09/15
1387,118.29,0,1,1,14/08/15
1388,115,0,3,0,29/08/15
1389,110.7,0,0,1,13/08/15
1390,110.7,0,0,1,13/08/15
1391,120.38,0,0,1,13/08/15
1392,195,0,0,0,30/08/15
1393,120.6,0,1,1,27/07/15
1394,176,1,1,0,30/08/15
1395,120.6,1,3,0,30/08/15
1396,112.05,0,0,1,1/07/15
1397,180.55,0,2,0,30/08/15
1398,179,0,1,0,30/08/15
1399,181,1,2,0,30/08/15
1400,122,0,1,0,31/08/15
1401,195,0,2,1,24/07/15
1402,184,0,0,0,31/08/15
1403,152,0,0,1,24/08/15
1404,127.67,0,1,0,31/08/15
1405,127.67,0,1,0,31/08/15
1406,114.13,0,1,0,31/08/15
1407,113.7,0,2,0,31/08/15
1408,120.6,0,2,0,31/08/15
1409,165,1,1,0,29/08/15
1410,120.6,0,3,0,30/08/15
1411,164,0,2,1,6/07/15
1412,208,0,2,0,1/09/15
1413,166.5,1,1,0,1/09/15
1414,101.16,0,2,0,2/09/15
1415,130.6,0,1,1,28/08/15
1416,145,0,1,1,10/08/15
1417,158,0,1,1,13/08/15
1418,109.83,0,0,0,3/09/15
1419,141.67,0,2,1,31/07/15
1420,175,0,1,0,3/09/15
1421,98.63,0,0,0,4/09/15
1422,166.14,0,0,0,4/09/15
1423,150.71,0,0,0,4/09/15
1424,97.74,0,1,0,2/09/15
1425,189.86,0,0,1,1/08/15
1426,97.5,0,0,0,4/09/15
1427,123.11,0,0,1,3/07/15
1428,104.8,1,0,0,2/09/15
1429,164,0,2,1,6/07/15
1430,134,0,1,0,31/08/15
1431,146,1,2,0,31/08/15
1432,103.18,0,1,0,1/09/15
1433,103.18,0,1,0,1/09/15
1434,164,0,0,0,30/08/15
1435,142.5,0,1,0,2/09/15
1436,77.5,1,0,0,2/09/15
1437,135.2,0,2,1,6/08/15
1438,149,0,0,1,6/08/15
1439,140.4,1,2,0,3/09/15
1440,112,0,2,0,3/09/15
1441,173.25,0,0,0,4/09/15
1442,121.5,0,0,1,3/08/15
1443,122.86,0,0,1,31/07/15
1444,130.9,0,0,1,27/05/15
1445,146,1,2,0,5/09/15
1446,154,1,0,0,31/08/15
1447,103.5,1,4,0,1/09/15
1448,103.5,1,3,0,1/09/15
1449,129.33,0,1,1,24/08/15
1450,115.2,1,0,0,2/09/15
1451,71.72,0,0,0,2/09/15
1452,106.8,0,0,0,3/09/15
1453,71.69,0,1,0,3/09/15
1454,136.2,0,2,0,4/09/15
1455,112.33,1,1,0,5/09/15
1456,112.33,0,1,0,5/09/15
1457,157.67,0,0,1,20/06/15
1458,165,0,2,1,16/06/15
1459,113.43,0,0,1,20/07/15
1460,161.29,0,1,1,6/08/15
1461,167.86,1,0,0,6/09/15
1462,103.07,0,1,0,6/09/15
1463,161.29,0,0,1,18/05/15
1464,96.3,0,0,1,14/08/15
1465,92.86,0,1,0,1/09/15
1466,128,1,1,0,2/09/15
1467,115.2,0,1,0,2/09/15
1468,80.55,0,0,0,2/09/15
1469,120.33,0,1,0,3/09/15
1470,126.67,0,2,0,3/09/15
1471,130.33,0,3,1,20/04/15
1472,75.46,0,1,0,3/09/15
1473,96.33,0,1,2,31/08/15
1474,117.83,0,2,1,25/07/15
1475,120.33,0,1,0,3/09/15
1476,98,0,2,0,3/09/15
1477,155.5,0,0,0,4/09/15
1478,122.6,0,0,0,4/09/15
1479,105.5,0,2,0,4/09/15
1480,101.44,0,0,1,17/06/15
1481,160,0,0,1,29/04/15
1482,120.5,0,1,1,3/07/15
1483,126.29,0,2,0,7/09/15
1484,87.75,0,0,0,10/09/15
1485,113.55,0,3,0,11/09/15
1486,123,0,0,1,6/08/15
1487,98,0,1,1,22/07/15
1488,151,0,0,0,4/09/15
1489,134.67,0,1,0,4/09/15
1490,153,0,2,0,4/09/15
1491,137.67,0,1,1,6/07/15
1492,111,0,0,1,31/07/15
1493,123,0,1,1,8/06/15
1494,119,0,0,0,5/09/15
1495,155,0,2,0,5/09/15
1496,109,0,2,0,5/09/15
1497,158,0,0,0,5/09/15
1498,128,0,0,0,6/09/15
1499,113,0,0,1,21/08/15
1500,113,0,0,0,3/09/15
1501,93.12,0,2,1,1/07/15
1502,128,0,0,0,6/09/15
1503,93.12,0,2,1,1/07/15
1504,110.7,0,0,0,7/09/15
1505,101.03,0,0,0,8/09/15
1506,120.71,0,1,1,17/08/15
1507,82.72,0,1,0,8/09/15
1508,131,0,2,1,10/08/15
1509,120.71,0,0,1,6/06/15
1510,110.71,0,0,0,8/09/15
1511,136,0,0,1,25/07/15
1512,186,0,1,0,9/09/15
1513,114.19,0,1,0,9/09/15
1514,186,0,2,1,18/08/15
1515,86.95,1,0,0,11/09/15
1516,113,0,2,0,13/09/15
1517,82.88,0,0,0,15/09/15
1518,134,0,0,0,3/09/15
1519,155,0,3,1,20/04/15
1520,146,0,0,1,1/09/15
1521,155,0,3,1,20/04/15
1522,154.25,0,0,0,6/09/15
1523,71.69,0,0,0,7/09/15
1524,71.69,0,0,0,7/09/15
1525,150.71,1,0,0,9/09/15
1526,57,0,0,1,1/09/15
1527,153,0,0,1,26/06/15
1528,153,0,0,1,10/04/15
1529,131.4,0,0,0,5/09/15
1530,90.4,1,0,0,6/09/15
1531,88.2,0,0,0,6/09/15
1532,88.2,0,0,0,6/09/15
1533,65.5,1,0,0,4/09/15
1534,88.2,0,0,0,6/09/15
1535,211,0,2,0,6/09/15
1536,80,0,0,0,6/09/15
1537,88.2,0,0,0,6/09/15
1538,88.2,0,0,0,6/09/15
1539,88.2,0,0,0,6/09/15
1540,0,0,0,1,2/01/15
1541,109.5,0,1,0,7/09/15
1542,144.9,0,2,0,7/09/15
1543,79.5,0,0,0,7/09/15
1544,124.5,1,2,0,7/09/15
1545,123,0,2,0,7/09/15
1546,0,0,0,1,18/11/14
1547,113,1,2,0,12/09/15
1548,123,1,0,0,12/09/15
1549,166,0,3,0,12/09/15
1550,79.5,0,1,0,13/09/15
1551,79.5,0,0,0,13/09/15
1552,79.5,0,1,0,10/09/15
1553,91.46,0,1,0,10/09/15
1554,153,0,0,2,3/09/15
1555,62.48,0,1,0,17/09/15
1556,124.1,1,0,0,5/09/15
1557,117.9,0,0,1,4/09/15
1558,143,1,2,0,5/09/15
1559,131,0,0,0,5/09/15
1560,128,1,0,0,6/09/15
1561,167,1,0,0,6/09/15
1562,153,0,0,1,4/06/15
1563,172,0,1,0,6/09/15
1564,123,0,0,1,29/06/15
1565,146,0,1,0,6/09/15
1566,79.5,0,0,1,6/08/15
1567,116.8,0,0,0,7/09/15
1568,155,0,0,1,14/08/15
1569,79.5,1,0,0,7/09/15
1570,135,1,2,0,7/09/15
1571,116.8,0,0,1,7/08/15
1572,176,0,0,0,8/09/15
1573,151.25,0,2,0,8/09/15
1574,168,1,1,0,9/09/15
1575,123,0,1,0,9/09/15
1576,151.88,0,1,1,6/08/15
1577,153,0,0,0,13/09/15
1578,104.8,1,0,0,14/09/15
1579,183,1,0,0,14/09/15
1580,120,0,2,0,10/09/15
1581,97.5,0,0,0,11/09/15
1582,143.5,0,0,1,28/08/15
1583,163,0,0,1,21/08/15
1584,123,0,2,0,11/09/15
1585,171,0,1,0,11/09/15
1586,171,0,2,0,11/09/15
1587,143,0,0,1,29/06/15
1588,0,0,0,1,2/01/15
1589,156,0,0,0,12/09/15
1590,139.5,1,1,0,7/09/15
1591,113,0,0,0,9/09/15
1592,154.14,0,0,1,2/01/15
1593,98,0,2,0,12/09/15
1594,113,0,0,1,26/06/15
1595,107.5,0,0,0,12/09/15
1596,124.8,0,0,0,12/09/15
1597,153,0,0,2,5/09/15
1598,131,0,2,1,14/07/15
1599,111.5,1,0,0,12/09/15
1600,98,0,1,0,12/09/15
1601,123,0,0,1,13/07/15
1602,153,0,0,1,4/09/15
1603,123,0,0,1,4/09/15
1604,197,0,2,1,7/04/15
1605,97.5,0,1,1,1/05/15
